cpu,cpu=cpu-total,host=SKP1003855MA0001.local usage_user=2.68125,usage_nice=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_system=1.975,usage_idle=95.34375,usage_iowait=0,usage_irq=0,usage_steal=0 1591759600000000000

cpu,cpu=cpu15,host=SKP1003855MA0001.local usage_nice=0,usage_guest=0,usage_guest_nice=0,usage_softirq=0,usage_steal=0,usage_user=0.1,usage_system=0.1,usage_idle=99.8,usage_iowait=0,usage_irq=0 1591759600000000000

cpu,cpu=cpu14,host=SKP1003855MA0001.local usage_iowait=0,usage_irq=0,usage_softirq=0,usage_guest_nice=0,usage_system=2.5,usage_idle=94.5,usage_nice=0,usage_user=3,usage_steal=0,usage_guest=0 1591759600000000000

cpu,cpu=cpu13,host=SKP1003855MA0001.local usage_user=0,usage_idle=99.9,usage_iowait=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_system=0.1,usage_nice=0,usage_irq=0,usage_softirq=0 1591759600000000000

cpu,cpu=cpu12,host=SKP1003855MA0001.local usage_irq=0,usage_iowait=0,usage_system=3.2032032032032034,usage_idle=94.69469469469469,usage_nice=0,usage_softirq=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=2.1021021021021022 1591759600000000000

cpu,cpu=cpu11,host=SKP1003855MA0001.local usage_idle=99.9,usage_iowait=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=0,usage_system=0.1,usage_nice=0,usage_irq=0,usage_softirq=0 1591759600000000000

cpu,cpu=cpu10,host=SKP1003855MA0001.local usage_system=3.5,usage_idle=92.8,usage_nice=0,usage_softirq=0,usage_guest_nice=0,usage_user=3.7,usage_iowait=0,usage_irq=0,usage_steal=0,usage_guest=0 1591759600000000000

cpu,cpu=cpu9,host=SKP1003855MA0001.local usage_guest_nice=0,usage_idle=99.9,usage_iowait=0,usage_softirq=0,usage_guest=0,usage_steal=0,usage_user=0,usage_system=0.1,usage_nice=0,usage_irq=0 1591759600000000000

cpu,cpu=cpu8,host=SKP1003855MA0001.local usage_user=3,usage_system=3.7,usage_iowait=0,usage_steal=0,usage_guest_nice=0,usage_idle=93.3,usage_nice=0,usage_irq=0,usage_softirq=0,usage_guest=0 1591759600000000000

cpu,cpu=cpu7,host=SKP1003855MA0001.local usage_iowait=0,usage_steal=0,usage_guest=0,usage_user=0.1,usage_system=0.1,usage_idle=99.8,usage_nice=0,usage_irq=0,usage_softirq=0,usage_guest_nice=0 1591759600000000000

cpu,cpu=cpu6,host=SKP1003855MA0001.local usage_iowait=0,usage_irq=0,usage_softirq=0,usage_guest_nice=0,usage_guest=0,usage_user=4.695304695304696,usage_system=3.6963036963036964,usage_idle=91.60839160839161,usage_nice=0,usage_steal=0 1591759600000000000

cpu,cpu=cpu5,host=SKP1003855MA0001.local usage_idle=99.8,usage_nice=0,usage_iowait=0,usage_irq=0,usage_steal=0,usage_guest=0,usage_system=0.2,usage_softirq=0,usage_guest_nice=0,usage_user=0 1591759600000000000

cpu,cpu=cpu4,host=SKP1003855MA0001.local usage_user=4.6,usage_softirq=0,usage_steal=0,usage_irq=0,usage_guest=0,usage_guest_nice=0,usage_system=4.1,usage_idle=91.3,usage_nice=0,usage_iowait=0 1591759600000000000

cpu,cpu=cpu3,host=SKP1003855MA0001.local usage_idle=99.8001998001998,usage_irq=0,usage_steal=0,usage_user=0.0999000999000999,usage_system=0.0999000999000999,usage_nice=0,usage_iowait=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0 1591759600000000000

cpu,cpu=cpu2,host=SKP1003855MA0001.local usage_steal=0,usage_guest_nice=0,usage_system=4.6,usage_idle=88.4,usage_nice=0,usage_iowait=0,usage_irq=0,usage_user=7,usage_softirq=0,usage_guest=0 1591759600000000000

cpu,cpu=cpu1,host=SKP1003855MA0001.local usage_guest=0,usage_user=0,usage_idle=99.89989989989989,usage_nice=0,usage_iowait=0,usage_irq=0,usage_softirq=0,usage_steal=0,usage_system=0.1001001001001001,usage_guest_nice=0 1591759600000000000

cpu,cpu=cpu0,host=SKP1003855MA0001.local usage_user=14.5,usage_system=5.4,usage_idle=80.1,usage_nice=0,usage_softirq=0,usage_iowait=0,usage_irq=0,usage_steal=0,usage_guest=0,usage_guest_nice=0 1591759600000000000

mem,host=SKP1003855MA0001.local cached=0i,commit_limit=0i,page_tables=0i,vmalloc_total=0i,available=18493644800i,available_percent=53.82359027862549,committed_as=0i,shared=0i,swap_cached=0i,active=11583602688i,low_free=0i,sunreclaim=0i,swap_total=0i,vmalloc_used=0i,high_free=0i,mapped=0i,swap_free=0i,write_back_tmp=0i,inactive=10324598784i,wired=3232342016i,slab=0i,huge_pages_free=0i,sreclaimable=0i,dirty=0i,low_total=0i,vmalloc_chunk=0i,write_back=0i,total=34359738368i,used=15866093568i,free=8169046016i,used_percent=46.17640972137451,huge_pages_total=0i,buffered=0i,high_total=0i,huge_page_size=0i 1591759600000000000

